Date,Open,High,Low,Close,Adj Close,Volume
2018-03-01,98.199997,103.000000,95.919998,98.959999,92.263283,23503800
2018-04-01,98.540001,101.070000,91.400002,91.940002,85.718338,28043100
2018-05-01,92.000000,94.290001,89.099998,90.040001,83.946907,29825100
2018-06-01,90.120003,95.010002,89.290001,93.059998,87.384956,27825800
2018-07-01,92.900002,101.690002,90.519997,98.209999,92.220894,25485900
2018-08-01,98.320000,102.769997,95.809998,100.519997,94.390022,23473300
2018-09-01,100.709999,106.760002,100.410004,102.000000,96.474937,20463800
2018-10-01,102.250000,109.519997,99.150002,107.150002,101.345978,27992100
2018-11-01,107.239998,110.089996,105.070000,108.300003,102.433685,27390200
2018-12-01,108.519997,110.300003,102.110001,107.180000,102.054398,24548700
2019-01-01,106.180000,108.910004,100.800003,106.099998,101.026047,26563300
2019-02-01,106.050003,111.519997,104.190002,110.680000,105.387024,23712700
2019-03-01,111.120003,114.940002,108.949997,114.830002,110.056480,21342900
2019-04-01,114.769997,126.120003,113.050003,124.849998,119.659958,22629400
2019-05-01,125.000000,132.000000,121.070000,131.960007,126.474388,33483400
2019-06-01,131.929993,139.339996,131.169998,134.029999,129.167847,27706600
2019-07-01,134.690002,153.899994,133.509995,151.740005,146.235413,27339100
2019-08-01,152.399994,161.410004,148.570007,158.479996,152.730865,23501000
2019-09-01,158.479996,162.199997,147.000000,154.990005,150.098373,26419100
2019-10-01,154.789993,158.449997,140.490005,146.869995,142.234650,22922400
2019-11-01,147.259995,149.919998,139.100006,148.160004,143.483932,18364800
2019-12-01,147.669998,150.750000,144.539993,146.979996,143.082870,15032800
2020-01-01,147.229996,159.830002,143.539993,155.169998,151.055740,18238600
2020-02-01,155.770004,161.830002,141.009995,143.990005,140.172180,18416500
2020-03-01,144.320007,161.039993,109.879997,132.500000,129.611084,37467600
2020-04-01,128.389999,147.770004,127.750000,132.429993,129.542603,29340900
2020-05-01,131.440002,136.940002,127.040001,135.679993,132.721741,27418100
2020-06-01,135.869995,137.949997,125.500000,129.619995,127.545219,28594100
2020-07-01,129.770004,147.610001,125.889999,145.410004,143.082474,28213000
2020-08-01,145.330002,150.669998,141.729996,148.639999,146.260773,16518800
2020-09-01,148.639999,152.179993,134.000000,143.339996,141.817261,17079900
2020-10-01,143.490005,151.649994,135.830002,137.460007,135.999741,13707800
2020-11-01,139.660004,155.490005,139.179993,147.889999,146.318939,19784800
2020-12-01,149.000000,152.970001,146.850006,152.330002,151.520477,17048400
